Time,Station,Temperature,Moisture,Light,Total_Rainfall,Rainfall,Wind_Direction,PM2.5,PM10,CO,NOx,SO2
31/08/2023 22:59:00,SVDT1,26.0,98.5,0,3176.4,0,115,0.7,0.8,2,0,0
31/08/2023 22:58:00,SVDT1,26.0,98.5,0,3176.4,0,115,1.1,1.4,2,0,0
31/08/2023 22:57:00,SVDT1,26.0,98.5,0,3176.4,0,135,0.6,1.2,2,0,0
31/08/2023 22:56:00,SVDT1,26.0,98.5,0,3176.4,0,106,0.7,1.2,2,0,0
31/08/2023 22:55:00,SVDT1,26.0,98.5,0,3176.4,0,77,0.9,4.8,2,0,0
31/08/2023 22:54:00,SVDT1,26.0,98.4,0,3176.4,0,64,1.1,1.5,2,0,0
31/08/2023 22:53:00,SVDT1,26.0,98.4,0,3176.4,0,111,0.7,2.2,2,0,0
31/08/2023 22:52:00,SVDT1,26.0,98.4,0,3176.4,0,102,0.8,1,2,0,0
31/08/2023 22:51:00,SVDT1,26.0,98.4,0,3176.4,0,79,0.6,0.7,2,0,0
31/08/2023 22:50:00,SVDT1,26.0,98.4,0,3176.4,0,98,1.1,2.7,2,0,0
31/08/2023 22:49:00,SVDT1,26.0,98.4,0,3176.4,0,127,0.3,0.4,2,0,0
31/08/2023 22:48:00,SVDT1,26.0,98.4,0,3176.4,0,131,0.6,1,2,0,0
31/08/2023 22:47:00,SVDT1,26.0,98.4,0,3176.4,0,117,0.4,0.8,2,0,0
31/08/2023 22:46:00,SVDT1,26.0,98.4,0,3176.4,0,160,0.6,0.8,2,0,0
31/08/2023 22:45:00,SVDT1,26.0,98.4,0,3176.4,0,146,1.1,1.4,2,0,0
31/08/2023 22:44:00,SVDT1,26.0,98.3,0,3176.4,0,102,1.1,1.5,2,0,0
31/08/2023 22:43:00,SVDT1,26.0,98.3,0,3176.4,0,101,1.1,8.6,2,0,0
31/08/2023 22:42:00,SVDT1,26.0,98.3,0,3176.4,0,130,1.2,2.1,2,0,0
31/08/2023 22:41:00,SVDT1,26.0,98.3,0,3176.4,0,84,0.8,1.8,2,0,0
31/08/2023 22:40:00,SVDT1,26.0,98.3,0,3176.4,0,114,0.7,1.3,2,0,0
31/08/2023 22:39:00,SVDT1,26.1,98.3,0,3176.4,0,122,0.4,0.7,2,0,0
31/08/2023 22:38:00,SVDT1,26.1,98.3,0,3176.4,0,83,1.2,3.7,2,0,0
31/08/2023 22:37:00,SVDT1,26.1,98.2,0,3176.4,0,150,1,2.6,2,0,0
31/08/2023 22:36:00,SVDT1,26.1,98.2,0,3176.4,0,192,0.9,4,2,0,0
31/08/2023 22:35:00,SVDT1,26.1,98.2,0,3176.4,0,90,0.8,0.8,2,0,0
31/08/2023 22:34:00,SVDT1,26.1,98.2,0,3176.4,0,65,0.4,0.4,2,0,0
31/08/2023 22:33:00,SVDT1,26.1,98.2,0,3176.4,0,180,0.8,2.5,2,0,0
31/08/2023 22:32:00,SVDT1,26.1,98.2,0,3176.4,0,210,0.7,1,2,0,0
31/08/2023 22:31:00,SVDT1,26.1,98.2,0,3176.4,0,101,0.6,0.8,2,0,0
31/08/2023 22:30:00,SVDT1,26.1,98.2,0,3176.4,0,95,0.7,1.6,2,0,0
31/08/2023 22:29:00,SVDT1,26.1,98.3,0,3176.4,0,97,0.5,0.8,2,0,0
31/08/2023 22:28:00,SVDT1,26.1,98.2,0,3176.4,0,86,0.7,2.8,2,0,0
31/08/2023 22:27:00,SVDT1,26.1,98.2,0,3176.4,0,137,0.7,2.5,2,0,0
31/08/2023 22:26:00,SVDT1,26.1,98.2,0,3176.4,0,131,0.8,2.7,2,0,0
31/08/2023 22:25:00,SVDT1,26.1,98.2,0,3176.4,0,131,0.6,1.6,2,0,0
31/08/2023 22:24:00,SVDT1,26.1,98.2,0,3176.4,0,86,0.6,5.5,2,0,0
31/08/2023 22:23:00,SVDT1,26.1,98.2,0,3176.4,0,83,0.7,3.6,2,0,0
31/08/2023 22:22:00,SVDT1,26.2,98.2,0,3176.4,0,96,0.9,5.8,2,0,0
31/08/2023 22:21:00,SVDT1,26.2,98.2,0,3176.4,0,80,0.7,1.2,2,0,0
31/08/2023 22:20:00,SVDT1,26.2,98.2,0,3176.4,0,91,0.7,1.3,2,0,0
31/08/2023 22:19:00,SVDT1,26.2,98.2,0,3176.4,0,93,1.5,3.7,2,0,0
31/08/2023 22:18:00,SVDT1,26.2,98.1,0,3176.4,0,87,0.8,1,2,0,0
31/08/2023 22:17:00,SVDT1,26.2,98.1,0,3176.4,0,95,1.4,4.5,2,0,0
31/08/2023 22:16:00,SVDT1,26.2,98.2,0,3176.4,0,104,0.6,0.8,2,0,0
31/08/2023 22:15:00,SVDT1,26.2,98.2,0,3176.4,0,102,0.9,1.5,2,0,0
31/08/2023 22:14:00,SVDT1,26.2,98.2,0,3176.4,0,69,0.5,0.6,2,0,0
31/08/2023 22:13:00,SVDT1,26.2,98.2,0,3176.4,0,81,1.1,1.3,2,0,0
31/08/2023 22:12:00,SVDT1,26.2,98.2,0,3176.4,0,93,1.1,1.3,2,0,0
31/08/2023 22:11:00,SVDT1,26.2,98.2,0,3176.4,0,99,0.6,0.8,2,0,0
31/08/2023 22:10:00,SVDT1,26.2,98.2,0,3176.4,0,86,1,4,2,0,0
31/08/2023 22:09:00,SVDT1,26.3,98.2,0,3176.4,0,107,0.7,1.4,2,0,0
31/08/2023 22:08:00,SVDT1,26.3,98.2,0,3176.4,0,135,1.4,2.6,2,0,0
31/08/2023 22:07:00,SVDT1,26.3,98.2,0,3176.4,0,79,1,1.7,2,0,0
31/08/2023 22:06:00,SVDT1,26.3,98.2,0,3176.4,0,127,0.8,0.9,2,0,0
31/08/2023 22:05:00,SVDT1,26.3,98.3,0,3176.4,0,98,0.7,2.2,2,0,0
31/08/2023 22:04:00,SVDT1,26.3,98.3,0,3176.4,0,159,1.1,3.6,2,0,0
31/08/2023 22:03:00,SVDT1,26.3,98.3,0,3176.4,0,95,1,6.2,2,0,0
31/08/2023 22:02:00,SVDT1,26.3,98.3,0,3176.4,0,78,1.2,1.4,2,0,0
31/08/2023 22:01:00,SVDT1,26.3,98.3,0,3176.4,0,219,0.8,1.3,2,0,0
31/08/2023 22:00:00,SVDT1,26.4,98.3,0,3176.4,0,132,1.6,2.3,2,0,0
31/08/2023 21:59:00,SVDT1,26.4,98.3,0,3176.4,0,252,1.2,3.8,2,0,0
31/08/2023 21:58:00,SVDT1,26.4,98.3,0,3176.4,0,84,1.4,3.6,2,0,0
31/08/2023 21:57:00,SVDT1,26.4,98.3,0,3176.4,0,119,1.2,3.9,2,0,0
31/08/2023 21:56:00,SVDT1,26.4,98.3,0,3176.4,0,193,1.4,5.9,2,0,0
31/08/2023 21:55:00,SVDT1,26.4,98.3,0,3176.4,0,180,1.1,2.4,2,0,0
31/08/2023 21:54:00,SVDT1,26.5,98.4,0,3176.4,0,117,1,1.5,2,0,0
31/08/2023 21:53:00,SVDT1,26.5,98.4,0,3176.4,0,140,1,2.1,2,0,0
31/08/2023 21:52:00,SVDT1,26.5,98.4,0,3176.4,0,165,1.2,2.3,2,0,0
31/08/2023 21:51:00,SVDT1,26.5,98.4,0,3176.4,0,88,1.7,2.6,2,0,0
31/08/2023 21:50:00,SVDT1,26.5,98.3,0,3176.4,0,111,1.5,3,2,0,0
31/08/2023 21:49:00,SVDT1,26.5,98.3,0,3176.4,0,104,0.7,0.8,2,0,0
31/08/2023 21:48:00,SVDT1,26.5,98.3,0,3176.4,0,210,1.3,2,2,0,0
31/08/2023 21:47:00,SVDT1,26.5,98.3,0,3176.4,0,144,1.7,3.8,2,0,0
31/08/2023 21:46:00,SVDT1,26.6,98.3,0,3176.4,0,203,1.4,2.3,2,0,0
31/08/2023 21:45:00,SVDT1,26.6,98.3,0,3176.4,0,50,1.1,3.3,2,0,0
31/08/2023 21:44:00,SVDT1,26.6,98.3,0,3176.4,0,234,1.3,12.3,2,0,0
31/08/2023 21:43:00,SVDT1,26.6,98.3,0,3176.4,0,96,1.6,3.7,2,0,0
31/08/2023 21:42:00,SVDT1,26.6,98.3,0,3176.4,0,83,1.4,1.9,2,0,0
31/08/2023 21:41:00,SVDT1,26.6,98.4,0,3176.4,0,197,1.2,2.6,2,0,0
31/08/2023 21:40:00,SVDT1,26.6,98.3,0,3176.4,0,148,1.2,5.4,2,0,0
31/08/2023 21:39:00,SVDT1,26.6,98.4,0,3176.4,0,304,1.5,4.8,2,0,0
31/08/2023 21:38:00,SVDT1,26.6,98.4,0,3176.4,0,134,1.4,6.9,2,0,0
31/08/2023 21:37:00,SVDT1,26.6,98.4,0,3176.4,0,260,1.3,4.8,2,0,0
31/08/2023 21:36:00,SVDT1,26.6,98.5,0,3176.4,0,78,1,4.1,2,0,0
31/08/2023 21:35:00,SVDT1,26.6,98.5,0,3176.4,0,137,1.3,3.7,2,0,0
31/08/2023 21:34:00,SVDT1,26.6,98.5,0,3176.4,0,69,1.6,8.5,2,0,0
31/08/2023 21:33:00,SVDT1,26.6,98.5,0,3176.4,0,241,1.1,3.3,2,0,0
31/08/2023 21:32:00,SVDT1,26.6,98.5,0,3176.4,0,182,1.4,3,2,0,0
31/08/2023 21:31:00,SVDT1,26.7,98.6,0,3176.4,0,95,1.7,6.9,2,0,0
31/08/2023 21:30:00,SVDT1,26.6,98.5,0,3176.4,0,252,1.9,18.3,2,0,0
31/08/2023 21:29:00,SVDT1,26.6,98.6,0,3176.4,0,194,0.9,4,2,0,0
31/08/2023 21:28:00,SVDT1,26.6,98.6,0,3176.4,0,275,1.4,2.5,2,0,0
31/08/2023 21:27:00,SVDT1,26.6,98.6,0,3176.4,0,232,1.2,1.7,2,0,0
31/08/2023 21:26:00,SVDT1,26.6,98.6,0,3176.4,0,214,1.7,5.8,2,0,0
31/08/2023 21:25:00,SVDT1,26.7,98.6,0,3176.4,0,290,1.8,5.3,2,0,0
31/08/2023 21:24:00,SVDT1,26.6,98.6,0,3176.4,0,171,1.3,5.8,2,0,0
31/08/2023 21:23:00,SVDT1,26.7,98.7,0,3176.4,0,76,0.9,1.6,2,0,0
31/08/2023 21:22:00,SVDT1,26.6,98.7,0,3176.4,0,85,1.5,7.3,2,0,0
31/08/2023 21:21:00,SVDT1,26.6,98.7,0,3176.4,0,248,1.5,3.2,2,0,0
31/08/2023 21:20:00,SVDT1,26.6,98.7,0,3176.4,0,177,1.3,4.5,2,0,0
31/08/2023 21:19:00,SVDT1,26.6,98.7,0,3176.4,0,112,1.2,1.7,2,0,0
31/08/2023 21:18:00,SVDT1,26.6,98.7,0,3176.4,0,206,1.1,2.3,2,0,0
31/08/2023 21:17:00,SVDT1,26.6,98.7,0,3176.4,0,137,1.6,5,2,0,0
31/08/2023 21:16:00,SVDT1,26.6,98.7,0,3176.4,0,195,1.2,1.9,2,0,0
31/08/2023 21:15:00,SVDT1,26.6,98.7,0,3176.4,0,273,1.7,4.2,2,0,0
31/08/2023 21:14:00,SVDT1,26.6,98.7,0,3176.4,0,150,1.7,2.7,2,0,0
31/08/2023 21:13:00,SVDT1,26.6,98.7,0,3176.4,0,50,1.2,3.1,2,0,0
31/08/2023 21:12:00,SVDT1,26.6,98.7,0,3176.4,0,138,0.9,1.6,2,0,0
31/08/2023 21:11:00,SVDT1,26.6,98.7,0,3176.4,0,118,0.7,0.7,2,0,0
31/08/2023 21:10:00,SVDT1,26.6,98.7,0,3176.4,0,102,1.3,1.8,2,0,0
31/08/2023 21:09:00,SVDT1,26.5,98.7,0,3176.4,0,79,1.5,3.2,2,0,0
31/08/2023 21:08:00,SVDT1,26.5,98.6,0,3176.4,0,110,1.2,2.9,2,0,0
31/08/2023 21:07:00,SVDT1,26.5,98.7,0,3176.4,0,104,1.7,10.1,2,0,0
31/08/2023 21:06:00,SVDT1,26.5,98.6,0,3176.4,0,232,1.4,3,2,0,0
31/08/2023 21:05:00,SVDT1,26.5,98.6,0,3176.4,0,71,1.9,3.7,2,0,0
31/08/2023 21:04:00,SVDT1,26.5,98.6,0,3176.4,0,91,1.8,6.9,2,0,0
31/08/2023 21:03:00,SVDT1,26.5,98.6,0,3176.4,0,122,1,4.2,2,0,0
31/08/2023 21:02:00,SVDT1,26.5,98.6,0,3176.4,0,108,1.3,2.9,2,0,0
31/08/2023 21:01:00,SVDT1,26.5,98.6,0,3176.4,0,109,1.2,2.2,2,0,0
31/08/2023 21:00:00,SVDT1,26.5,98.6,0,3176.4,0,88,1.9,4.8,2,0,0
31/08/2023 20:59:00,SVDT1,26.5,98.5,0,3176.4,0,101,1,1.4,2,0,0
31/08/2023 20:58:00,SVDT1,26.5,98.6,0,3176.4,0,144,1.2,2.3,2,0,0
31/08/2023 20:57:00,SVDT1,26.5,98.6,0,3176.4,0,78,1,1.1,2,0,0
31/08/2023 20:56:00,SVDT1,26.5,98.5,0,3176.4,0,236,1,1.6,2,0,0
31/08/2023 20:55:00,SVDT1,26.5,98.6,0,3176.4,0,226,0.7,1,2,0,0
31/08/2023 20:54:00,SVDT1,26.5,98.6,0,3176.4,0,162,1.3,2.6,2,0,0
31/08/2023 20:53:00,SVDT1,26.5,98.6,0,3176.4,0,136,1.3,8.1,2,0,0
31/08/2023 20:52:00,SVDT1,26.5,98.6,0,3176.4,0,103,1.3,2.6,2,0,0
31/08/2023 20:51:00,SVDT1,26.5,98.6,0,3176.4,0,147,1.7,4.2,2,0,0
31/08/2023 20:50:00,SVDT1,26.5,98.7,0,3176.4,0,298,1,1.3,2,0,0
31/08/2023 20:49:00,SVDT1,26.5,98.7,0,3176.4,0,218,1.2,1.7,2,0,0
31/08/2023 20:48:00,SVDT1,26.4,98.7,0,3176.4,0,263,1.6,14.1,2,0,0
31/08/2023 20:47:00,SVDT1,26.4,98.7,0,3176.4,0,191,1.1,2.5,2,0,0
31/08/2023 20:46:00,SVDT1,26.4,98.7,0,3176.4,0,207,1.1,6.5,2,0,0
31/08/2023 20:45:00,SVDT1,26.4,98.7,0,3176.4,0,53,1.6,6.2,2,0,0
31/08/2023 20:44:00,SVDT1,26.4,98.7,0,3176.4,0,268,1.5,3.9,2,0,0
31/08/2023 20:43:00,SVDT1,26.4,98.7,0,3176.4,0,257,1.4,3.5,2,0,0
31/08/2023 20:42:00,SVDT1,26.4,98.6,0,3176.4,0,280,1.3,2,2,0,0
31/08/2023 20:41:00,SVDT1,26.4,98.6,0,3176.4,0,244,1.2,1.7,2,0,0
31/08/2023 20:40:00,SVDT1,26.4,98.6,0,3176.4,0,207,2.1,7.4,2,0,0
31/08/2023 20:39:00,SVDT1,26.4,98.6,0,3176.4,0,102,1.8,7.1,2,0,0
31/08/2023 20:38:00,SVDT1,26.3,98.6,0,3176.4,0,170,1.2,2.9,2,0,0
31/08/2023 20:37:00,SVDT1,26.3,98.6,0,3176.4,0,198,1,1.3,2,0,0
31/08/2023 20:36:00,SVDT1,26.3,98.5,0,3176.4,0,284,1.1,1.9,2,0,0
31/08/2023 20:35:00,SVDT1,26.3,98.5,0,3176.4,0,174,1.2,3.3,2,0,0
31/08/2023 20:34:00,SVDT1,26.3,98.5,0,3176.4,0,170,1,5.4,2,0,0
31/08/2023 20:33:00,SVDT1,26.3,98.5,0,3176.4,0,147,0.9,1.1,2,0,0
31/08/2023 20:32:00,SVDT1,26.3,98.5,0,3176.4,0,122,0.8,1.1,2,0,0
31/08/2023 20:31:00,SVDT1,26.3,98.4,0,3176.4,0,140,1,2.6,2,0,0
31/08/2023 20:30:00,SVDT1,26.3,98.4,0,3176.4,0,92,1.1,11.5,2,0,0
31/08/2023 20:29:00,SVDT1,26.3,98.4,0,3176.4,0,152,0.8,0.9,2,0,0
31/08/2023 20:28:00,SVDT1,26.3,98.4,0,3176.4,0,168,1.4,3.1,2,0,0
31/08/2023 20:27:00,SVDT1,26.3,98.4,0,3176.4,0,89,1.5,3.5,2,0,0
31/08/2023 20:26:00,SVDT1,26.3,98.4,0,3176.4,0,123,1.1,1.6,2,0,0
31/08/2023 20:25:00,SVDT1,26.3,98.3,0,3176.4,0,203,1,2.3,2,0,0
31/08/2023 20:24:00,SVDT1,26.3,98.3,0,3176.4,0,133,0.9,2.5,2,0,0
31/08/2023 20:23:00,SVDT1,26.3,98.3,0,3176.4,0,130,1.2,5.6,2,0,0
31/08/2023 20:22:00,SVDT1,26.3,98.3,0,3176.4,0,130,1,4.5,2,0,0
31/08/2023 20:21:00,SVDT1,26.4,98.3,0,3176.4,0,169,1,6.2,2,0,0
31/08/2023 20:20:00,SVDT1,26.4,98.2,0,3176.4,0,98,1.2,2.3,2,0,0
31/08/2023 20:19:00,SVDT1,26.4,98.2,0,3176.4,0,93,1.8,5.8,2,0,0
31/08/2023 20:18:00,SVDT1,26.4,98.2,0,3176.4,0,92,1,1.5,2,0,0
31/08/2023 20:17:00,SVDT1,26.4,98.2,0,3176.4,0,152,0.9,4.2,2,0,0
31/08/2023 20:16:00,SVDT1,26.4,98.1,0,3176.4,0,87,0.8,2.7,2,0,0
31/08/2023 20:15:00,SVDT1,26.4,98.1,0,3176.4,0,105,0.8,3.5,2,0,0
31/08/2023 20:14:00,SVDT1,26.4,98.1,0,3176.4,0,135,1,1.8,2,0,0
31/08/2023 20:13:00,SVDT1,26.5,98.1,0,3176.4,0,77,1.5,2.4,2,0,0
31/08/2023 20:12:00,SVDT1,26.5,98.1,0,3176.4,0,91,0.8,1.1,2,0,0
31/08/2023 20:11:00,SVDT1,26.5,98.1,0,3176.4,0,82,0.6,0.9,2,0,0
31/08/2023 20:10:00,SVDT1,26.5,98.1,0,3176.4,0,108,1.3,2.1,2,0,0
31/08/2023 20:09:00,SVDT1,26.5,98.1,0,3176.4,0,90,1.1,3.2,2,0,0
31/08/2023 20:08:00,SVDT1,26.5,98.1,0,3176.4,0,109,1.4,4.1,2,0,0
31/08/2023 20:07:00,SVDT1,26.5,98.0,0,3176.4,0,106,1.4,2.4,2,0,0
31/08/2023 20:06:00,SVDT1,26.5,98.0,0,3176.4,0,98,1.3,2.6,2,0,0
31/08/2023 20:05:00,SVDT1,26.5,98.0,0,3176.4,0,111,0.9,1.4,2,0,0
31/08/2023 20:04:00,SVDT1,26.5,98.0,0,3176.4,0,102,1,11.8,2,0,0
31/08/2023 20:03:00,SVDT1,26.5,98.0,0,3176.4,0,113,1.4,6.5,2,0,0
31/08/2023 20:02:00,SVDT1,26.5,98.0,0,3176.4,0,101,0.9,1.5,2,0,0
31/08/2023 20:01:00,SVDT1,26.5,97.9,0,3176.4,0,91,0.9,10.9,2,0,0
31/08/2023 20:00:00,SVDT1,26.5,97.9,0,3176.4,0,164,1.3,3.2,2,0,0
31/08/2023 19:59:00,SVDT1,26.5,97.9,0,3176.4,0,144,1.4,9.6,2,0,0
31/08/2023 19:58:00,SVDT1,26.5,97.9,0,3176.4,0,145,1.4,4.2,2,0,0
31/08/2023 19:57:00,SVDT1,26.5,97.8,0,3176.4,0,230,1.7,12.7,2,0,0
31/08/2023 19:56:00,SVDT1,26.5,97.8,0,3176.4,0,106,1.2,2.3,2,0,0
31/08/2023 19:55:00,SVDT1,26.5,97.8,0,3176.4,0,208,1.1,2.1,2,0,0
31/08/2023 19:54:00,SVDT1,26.5,97.8,0,3176.4,0,47,1.1,1.8,2,0,0
31/08/2023 19:53:00,SVDT1,26.5,97.7,0,3176.4,0,72,1.5,2.6,2,0,0
31/08/2023 19:52:00,SVDT1,26.5,97.7,0,3176.4,0,170,0.8,1.9,2,0,0
31/08/2023 19:51:00,SVDT1,26.5,97.7,0,3176.4,0,78,0.7,1.3,2,0,0
31/08/2023 19:50:00,SVDT1,26.5,97.7,0,3176.4,0,88,0.4,0.4,2,0,0
31/08/2023 19:49:00,SVDT1,26.5,97.6,0,3176.4,0,72,1,1.4,2,0,0
31/08/2023 19:48:00,SVDT1,26.6,97.6,0,3176.4,0,178,1.7,5.3,2,0,0
31/08/2023 19:47:00,SVDT1,26.6,97.5,0,3176.4,0,95,1,1.6,2,0,0
31/08/2023 19:46:00,SVDT1,26.6,97.5,0,3176.4,0,98,1.4,2.7,2,0,0
31/08/2023 19:45:00,SVDT1,26.6,97.5,0,3176.4,0,82,1,2.2,2,0,0
31/08/2023 19:44:00,SVDT1,26.6,97.5,0,3176.4,0,127,0.7,1.6,2,0,0
31/08/2023 19:43:00,SVDT1,26.6,97.5,0,3176.4,0,79,1.8,8.2,2,0,0
31/08/2023 19:42:00,SVDT1,26.7,97.5,0,3176.4,0,81,1.5,3.7,2,0,0
31/08/2023 19:41:00,SVDT1,26.7,97.2,0,3176.4,0,77,0.9,1.9,2,0,0
31/08/2023 19:40:00,SVDT1,26.8,97.0,0,3176.4,0,216,1,4,2,0,0
31/08/2023 19:39:00,SVDT1,26.8,96.6,0,3176.4,0,95,1.1,2.8,2,0,0
31/08/2023 19:38:00,SVDT1,26.8,96.5,0,3176.4,0,45,1.1,8.2,2,0,0
31/08/2023 19:37:00,SVDT1,26.8,96.5,0,3176.4,0,88,1.3,2,2,0,0
31/08/2023 19:36:00,SVDT1,26.8,96.4,0,3176.4,0,162,1.1,4.4,2,0,0
31/08/2023 19:35:00,SVDT1,26.8,96.5,0,3176.4,0,102,1.5,5.1,2,0,0
31/08/2023 19:34:00,SVDT1,26.8,96.4,0,3176.4,0,149,1,1.7,2,0,0
31/08/2023 19:33:00,SVDT1,26.8,96.5,0,3176.4,0,145,1.2,2.8,2,0,0
31/08/2023 19:32:00,SVDT1,26.8,96.5,0,3176.4,0,82,0.7,2.6,2,0,0
